identifier;title;courseCredits;Center;AcademicDepartment;isCurrentlyOffered;TeachingUniversity;Term;YearOfStudy;ClassHours;MonitoringHours;NonAttendanceHours;courseHours;typology;BacherlorsDegree;homepage;EnglishFriendly;TeachingStaff
"G1999";"Física del Estado Sólido";6,00;"FACULTAD DE CIENCIAS";"DPTO. CIENCIAS DE LA TIERRA Y FISICA DE LA MATERIA CONDENSADA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"3";60;20;70;150;"OBLIGATORIA";"Grado en Física";"https://web.unican.es/estudios/detalle-asignatura?c=G1999&p=67";"Si";"1 - Catedrático de Universidad; 1 - Profesor Permanente Laboral I3;"
"G54";"Física Estadística";6,00;"FACULTAD DE CIENCIAS";"DPTO. FISICA APLICADA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"3";60;20;70;150;"OBLIGATORIA";"Grado en Física";"https://web.unican.es/estudios/detalle-asignatura?c=G54&p=67";"Si";"1 - No definido; 1 - Profesor Titular de Universidad;"
"G275";"Física I";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. CIENCIAS DE LA TIERRA Y FISICA DE LA MATERIA CONDENSADA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"1";60;20;70;150;"BÁSICA";"Grado en Ingeniería en Electrónica Industrial y Automática";"https://web.unican.es/estudios/detalle-asignatura?c=G275&p=107";"Si";"1 - Catedrático de Universidad; 1 - Profesor Permanente Laboral;"
"G312";"Física I";6,00;"ESCUELA TECNICA SUPERIOR DE NAUTICA";"DPTO. FISICA APLICADA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"1";60;15;75;150;"BÁSICA";"Grado en Ingeniería Marítima y Arquitectura Naval";"https://web.unican.es/estudios/detalle-asignatura?c=G312&p=112";"No";"2 - Profesor Titular de Universidad;"
"G322";"Física I";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. CIENCIAS DE LA TIERRA Y FISICA DE LA MATERIA CONDENSADA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"1";60;20;70;150;"BÁSICA";"Grado en Ingeniería Química";"https://web.unican.es/estudios/detalle-asignatura?c=G322&p=113";"Si";"1 - Catedrático de Universidad; 1 - Profesor Titular de Universidad;"
"G375";"Física I";6,00;"ESCUELA POLITECNICA DE INGENIERIA DE MINAS Y ENERGIA";"DPTO. FISICA APLICADA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"1";60;5;85;150;"BÁSICA";"Grado en Ingeniería de los Recursos Energéticos";"https://web.unican.es/estudios/detalle-asignatura?c=G375&p=101";"No";"1 - Profesor Titular de Universidad; 1 - Programas de Formación;"
"G385";"Física I";6,00;"ESCUELA POLITECNICA DE INGENIERIA DE MINAS Y ENERGIA";"DPTO. FISICA APLICADA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"1";60;5;85;150;"BÁSICA";"Grado en Ingeniería de los Recursos Mineros";"https://web.unican.es/estudios/detalle-asignatura?c=G385&p=102";"No";"1 - Profesor Titular de Universidad; 1 - Programas de Formación;"
"G407";"Física I";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. CIENCIAS DE LA TIERRA Y FISICA DE LA MATERIA CONDENSADA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"1";60;20;70;150;"BÁSICA";"Grado en Ingeniería Eléctrica";"https://web.unican.es/estudios/detalle-asignatura?c=G407&p=103";"Si";"1 - Catedrático de Universidad; 1 - Profesor Permanente Laboral;"
"G416";"Física I";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. CIENCIAS DE LA TIERRA Y FISICA DE LA MATERIA CONDENSADA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"1";60;28;62;150;"BÁSICA";"Grado en Ingeniería en Tecnologías Industriales";"https://web.unican.es/estudios/detalle-asignatura?c=G416&p=108";"No";"1 - Catedrático de Universidad; 1 - Profesor Permanente Laboral I3;"
"G425";"Física I";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. CIENCIAS DE LA TIERRA Y FISICA DE LA MATERIA CONDENSADA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"1";60;20;70;150;"BÁSICA";"Grado en Ingeniería Mecánica";"https://web.unican.es/estudios/detalle-asignatura?c=G425&p=109";"Si";"1 - Catedrático de Universidad; 1 - Profesor Permanente Laboral; 1 - Profesor Titular  Escuela Universitaria;"
"G438";"Física I";6,00;"ESCUELA TECNICA SUPERIOR DE NAUTICA";"DPTO. FISICA APLICADA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"1";60;15;75;150;"BÁSICA";"Grado en Ingeniería Marina";"https://web.unican.es/estudios/detalle-asignatura?c=G438&p=124";"No";"2 - Profesor Titular de Universidad;"
"G439";"Física I";6,00;"ESCUELA TECNICA SUPERIOR DE NAUTICA";"DPTO. FISICA APLICADA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"1";60;15;75;150;"BÁSICA";"Grado en Ingeniería Náutica y Transporte Marítimo";"https://web.unican.es/estudios/detalle-asignatura?c=G439&p=125";"No";"2 - Profesor Titular de Universidad;"
"G276";"Física II";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. CIENCIAS DE LA TIERRA Y FISICA DE LA MATERIA CONDENSADA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"1";60;20;70;150;"BÁSICA";"Grado en Ingeniería en Electrónica Industrial y Automática";"https://web.unican.es/estudios/detalle-asignatura?c=G276&p=107";"No";"1 - Catedrático de Universidad; 1 - Profesor Contratado Doctor;"
"G313";"Física II";6,00;"ESCUELA TECNICA SUPERIOR DE NAUTICA";"DPTO. FISICA APLICADA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"1";60;15;75;150;"BÁSICA";"Grado en Ingeniería Marítima y Arquitectura Naval";"https://web.unican.es/estudios/detalle-asignatura?c=G313&p=112";"No";"1 - Profesor Contratado Doctor; 1 - Profesor Titular de Universidad;"
"G383";"Física II";6,00;"ESCUELA POLITECNICA DE INGENIERIA DE MINAS Y ENERGIA";"DPTO. FISICA APLICADA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"1";60;5;85;150;"BÁSICA";"Grado en Ingeniería de los Recursos Energéticos";"https://web.unican.es/estudios/detalle-asignatura?c=G383&p=101";"No";"1 - Profesor Titular de Universidad; 1 - Programas de Formación;"
"G393";"Física II";6,00;"ESCUELA POLITECNICA DE INGENIERIA DE MINAS Y ENERGIA";"DPTO. FISICA APLICADA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"1";60;5;85;150;"BÁSICA";"Grado en Ingeniería de los Recursos Mineros";"https://web.unican.es/estudios/detalle-asignatura?c=G393&p=102";"No";"1 - Profesor Titular de Universidad; 1 - Programas de Formación;"
"G408";"Física II";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. CIENCIAS DE LA TIERRA Y FISICA DE LA MATERIA CONDENSADA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"1";60;20;70;150;"BÁSICA";"Grado en Ingeniería Eléctrica";"https://web.unican.es/estudios/detalle-asignatura?c=G408&p=103";"No";"1 - Catedrático de Universidad; 1 - Profesor Contratado Doctor;"
"G417";"Física II";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. CIENCIAS DE LA TIERRA Y FISICA DE LA MATERIA CONDENSADA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"1";60;20;70;150;"BÁSICA";"Grado en Ingeniería en Tecnologías Industriales";"https://web.unican.es/estudios/detalle-asignatura?c=G417&p=108";"Si";"1 - Profesor Permanente Laboral I3; 1 - Profesor Titular  Escuela Universitaria;"
"G426";"Física II";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. CIENCIAS DE LA TIERRA Y FISICA DE LA MATERIA CONDENSADA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"1";60;20;70;150;"BÁSICA";"Grado en Ingeniería Mecánica";"https://web.unican.es/estudios/detalle-asignatura?c=G426&p=109";"Si";"1 - Profesor Permanente Laboral; 1 - Profesor Titular  Escuela Universitaria;"
"G440";"Física II";6,00;"ESCUELA TECNICA SUPERIOR DE NAUTICA";"DPTO. FISICA APLICADA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"1";60;15;75;150;"BÁSICA";"Grado en Ingeniería Marina";"https://web.unican.es/estudios/detalle-asignatura?c=G440&p=124";"No";"1 - Profesor Contratado Doctor; 1 - Profesor Titular de Universidad;"
"G441";"Física II";6,00;"ESCUELA TECNICA SUPERIOR DE NAUTICA";"DPTO. FISICA APLICADA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"1";60;15;75;150;"BÁSICA";"Grado en Ingeniería Náutica y Transporte Marítimo";"https://web.unican.es/estudios/detalle-asignatura?c=G441&p=125";"No";"1 - Profesor Contratado Doctor; 1 - Profesor Titular de Universidad;"
"G767";"Física II";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. CIENCIAS DE LA TIERRA Y FISICA DE LA MATERIA CONDENSADA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;20;70;150;"BÁSICA";"Grado en Ingeniería Química";"https://web.unican.es/estudios/detalle-asignatura?c=G767&p=113";"Si";"1 - Profesor Permanente Laboral I3; 1 - Profesor Titular de Universidad;"
"G767";"Física II";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. CIENCIAS DE LA TIERRA Y FISICA DE LA MATERIA CONDENSADA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;20;70;150;"BÁSICA";"Grado en Ingeniería Química";"https://web.unican.es/estudios/detalle-asignatura?c=G767&p=113";"Si";"1 - Profesor Permanente Laboral I3; 1 - Profesor Titular de Universidad;"
"G6";"Física Médica y Protección Radiológica";6,00;"FACULTAD DE MEDICINA";"DPTO. CIENCIAS MEDICAS Y QUIRURGICAS";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"1";67;8;75;150;"BÁSICA";"Grado en Medicina";"https://web.unican.es/estudios/detalle-asignatura?c=G6&p=66";"No";"2 - No definido; 1 - Catedrático de Universidad; 3 - Profesor Ayudante Doctor;"
"G2000";"Física Nuclear y de Partículas";6,00;"FACULTAD DE CIENCIAS";"DPTO. FISICA MODERNA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"3";60;15;75;150;"OBLIGATORIA";"Grado en Física";"https://web.unican.es/estudios/detalle-asignatura?c=G2000&p=67";"No";"1 - Catedrático de Universidad; 1 - Profesor Titular de Universidad;"
"G366";"Fisiología General";6,00;"FACULTAD DE ENFERMERÍA";"DPTO. FISIOLOGIA Y FARMACOLOGIA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"1";54;13;75;142;"BÁSICA";"Grado en Enfermería";"https://web.unican.es/estudios/detalle-asignatura?c=G366&p=120";"No";"1 - Profesor Ayudante Doctor; 1 - Profesor Permanente Laboral; 2 - Profesor Titular de Universidad;"
"G7";"Fisiología General e Inmunología";6,00;"FACULTAD DE MEDICINA";"DPTO. FISIOLOGIA Y FARMACOLOGIA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"1";56;7;82;146;"BÁSICA";"Grado en Medicina";"https://web.unican.es/estudios/detalle-asignatura?c=G7&p=66";"No";"2 - No definido; 1 - Profesor Asociado; 1 - Profesor Permanente Laboral; 3 - Profesor Titular de Universidad; 1 - Programas de RR.HH. I+D+i;"
"G367";"Fisiología Humana";6,00;"FACULTAD DE ENFERMERÍA";"DPTO. FISIOLOGIA Y FARMACOLOGIA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"1";58;13;75;146;"BÁSICA";"Grado en Enfermería";"https://web.unican.es/estudios/detalle-asignatura?c=G367&p=120";"No";"1 - Catedrático de Universidad; 3 - Profesor Titular de Universidad;"
"G123";"Fisiología Humana I";6,00;"FACULTAD DE MEDICINA";"DPTO. FISIOLOGIA Y FARMACOLOGIA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";53;13;74;140;"OBLIGATORIA";"Grado en Medicina";"https://web.unican.es/estudios/detalle-asignatura?c=G123&p=66";"Si";"1 - Catedrático de Universidad; 4 - Profesor Titular de Universidad;"
"G123";"Fisiología Humana I";6,00;"FACULTAD DE MEDICINA";"DPTO. FISIOLOGIA Y FARMACOLOGIA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";53;13;74;140;"OBLIGATORIA";"Grado en Medicina";"https://web.unican.es/estudios/detalle-asignatura?c=G123&p=66";"Si";"1 - Catedrático de Universidad; 4 - Profesor Titular de Universidad;"
"G124";"Fisiología Humana II";6,00;"FACULTAD DE MEDICINA";"DPTO. FISIOLOGIA Y FARMACOLOGIA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;13;77;150;"OBLIGATORIA";"Grado en Medicina";"https://web.unican.es/estudios/detalle-asignatura?c=G124&p=66";"Si";"1 - Profesor Ayudante Doctor; 3 - Profesor Titular de Universidad;"
"G124";"Fisiología Humana II";6,00;"FACULTAD DE MEDICINA";"DPTO. FISIOLOGIA Y FARMACOLOGIA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;13;77;150;"OBLIGATORIA";"Grado en Medicina";"https://web.unican.es/estudios/detalle-asignatura?c=G124&p=66";"Si";"1 - Profesor Ayudante Doctor; 3 - Profesor Titular de Universidad;"
"G125";"Fisiología Humana III";6,00;"FACULTAD DE MEDICINA";"DPTO. FISIOLOGIA Y FARMACOLOGIA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;7;82;150;"OBLIGATORIA";"Grado en Medicina";"https://web.unican.es/estudios/detalle-asignatura?c=G125&p=66";"No";"1 - Profesor Asociado; 1 - Profesor Ayudante Doctor; 2 - Profesor Titular de Universidad;"
"G125";"Fisiología Humana III";6,00;"FACULTAD DE MEDICINA";"DPTO. FISIOLOGIA Y FARMACOLOGIA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;7;82;150;"OBLIGATORIA";"Grado en Medicina";"https://web.unican.es/estudios/detalle-asignatura?c=G125&p=66";"No";"1 - Profesor Asociado; 1 - Profesor Ayudante Doctor; 2 - Profesor Titular de Universidad;"
"G1917";"Fisiología I";6,00;"FACULTAD DE MEDICINA";"DPTO. FISIOLOGIA Y FARMACOLOGIA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"1";55;4;82;142;"BÁSICA";"Grado en Ciencias Biomédicas";"https://web.unican.es/estudios/detalle-asignatura?c=G1917&p=211";"No";"1 - Catedrático de Universidad; 2 - Profesor Titular de Universidad;"
"G1922";"Fisiología II";6,00;"FACULTAD DE MEDICINA";"DPTO. FISIOLOGIA Y FARMACOLOGIA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";51;13;74;138;"OBLIGATORIA";"Grado en Ciencias Biomédicas";"https://web.unican.es/estudios/detalle-asignatura?c=G1922&p=211";"No";"1 - Catedrático de Universidad; 2 - Profesor Titular de Universidad;"
"G1922";"Fisiología II";6,00;"FACULTAD DE MEDICINA";"DPTO. FISIOLOGIA Y FARMACOLOGIA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";51;13;74;138;"OBLIGATORIA";"Grado en Ciencias Biomédicas";"https://web.unican.es/estudios/detalle-asignatura?c=G1922&p=211";"No";"1 - Catedrático de Universidad; 2 - Profesor Titular de Universidad;"
"G136";"Fisiopatología 2";6,00;"FACULTAD DE MEDICINA";"DPTO. MEDICINA Y PSIQUIATRIA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"3";58;2;90;150;"OBLIGATORIA";"Grado en Medicina";"https://web.unican.es/estudios/detalle-asignatura?c=G136&p=66";"No";"3 - Profesor Asociado; 2 - Profesor Titular de Universidad;"
"G1527";"Fisiopatología de las Lesiones en el Deporte, Fisiología del Esfuerzo y Teoría del Entrenamiento";6,00;"ESCUELA UNIVERSITARIA DE FISIOTERAPIA 'GIMBERNAT CANTABRIA'";;False;;;"3";0;0;0;0;"OPTATIVA";"Grado en Fisioterapia";"https://web.unican.es/estudios/detalle-asignatura?c=G1527&p=78";;
"G1517";"Fisiopatología Neurológica";6,00;"ESCUELA UNIVERSITARIA DE FISIOTERAPIA 'GIMBERNAT CANTABRIA'";;False;;;"3";0;0;0;0;"OPTATIVA";"Grado en Fisioterapia";"https://web.unican.es/estudios/detalle-asignatura?c=G1517&p=78";;
"G1719";"Fisiopatología Neuro-Ortopédica";6,00;"ESCUELA UNIVERSITARIA DE FISIOTERAPIA 'GIMBERNAT CANTABRIA'";;False;;"Cuatrimestral";"3";0;0;0;0;"OPTATIVA";"Grado en Fisioterapia";"https://web.unican.es/estudios/detalle-asignatura?c=G1719&p=78";;
"G1445";"Fluid Mechanics";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS DE CAMINOS, CANALES Y PUERTOS";"DPTO. CIENCIAS Y TECNICAS DEL AGUA Y DEL MEDIO AMBIENTE";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;20;70;150;"OBLIGATORIA";"Grado en Ingeniería Civil";"https://web.unican.es/estudios/detalle-asignatura?c=G1445&p=212";"No";"1 - Profesor Permanente Laboral I3;"
"G1445";"Fluid Mechanics";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS DE CAMINOS, CANALES Y PUERTOS";"DPTO. CIENCIAS Y TECNICAS DEL AGUA Y DEL MEDIO AMBIENTE";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;20;70;150;"OBLIGATORIA";"Grado en Ingeniería Civil";"https://web.unican.es/estudios/detalle-asignatura?c=G1445&p=212";"No";"1 - Profesor Permanente Laboral I3;"
"G1384";"Fonética y Fonología";6,00;"Centro Internacional de Estudios Superiores del Español (CIESE-Comillas)";;False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;7;83;150;"OBLIGATORIA";"Grado en Estudios Hispánicos";"https://web.unican.es/estudios/detalle-asignatura?c=G1384&p=136";"No";"1 - No definido;"
"G1384";"Fonética y Fonología";6,00;"Centro Internacional de Estudios Superiores del Español (CIESE-Comillas)";;False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;7;83;150;"OBLIGATORIA";"Grado en Estudios Hispánicos";"https://web.unican.es/estudios/detalle-asignatura?c=G1384&p=136";"No";"1 - No definido;"
"G1045";"Formación Sanitaria y Calidad";6,00;"ESCUELA TECNICA SUPERIOR DE NAUTICA";"DPTO. ENFERMERIA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"3";60;21;69;150;"OBLIGATORIA";"Grado en Ingeniería Náutica y Transporte Marítimo";"https://web.unican.es/estudios/detalle-asignatura?c=G1045&p=125";"No";"1 - Profesor Contratado Doctor; 1 - Profesor de Sustitución; 1 - Profesor Permanente Laboral;"
"G1076";"Formación Sanitaria y Calidad";6,00;"ESCUELA TECNICA SUPERIOR DE NAUTICA";"DPTO. ENFERMERIA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"3";60;21;69;150;"OBLIGATORIA";"Grado en Ingeniería Marina";"https://web.unican.es/estudios/detalle-asignatura?c=G1076&p=124";"No";"1 - Profesor Contratado Doctor; 1 - Profesor de Sustitución; 1 - Profesor Permanente Laboral;"
"G174";"Fotointerpretación y Teledetección";6,00;"FACULTAD DE FILOSOFÍA Y LETRAS";"DPTO. GEOGRAFIA, URBANISMO Y ORDENACION DEL TERRITORIO";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";32;7;82;122;"OBLIGATORIA";"Grado en Geografía y Ordenación del Territorio";"https://web.unican.es/estudios/detalle-asignatura?c=G174&p=69";"No";"1 - Profesor Titular de Universidad;"
"G174";"Fotointerpretación y Teledetección";6,00;"FACULTAD DE FILOSOFÍA Y LETRAS";"DPTO. GEOGRAFIA, URBANISMO Y ORDENACION DEL TERRITORIO";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";32;7;82;122;"OBLIGATORIA";"Grado en Geografía y Ordenación del Territorio";"https://web.unican.es/estudios/detalle-asignatura?c=G174&p=69";"No";"1 - Profesor Titular de Universidad;"
"G72";"Fotónica";6,00;"FACULTAD DE CIENCIAS";"DPTO. FISICA APLICADA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"4";51;15;75;141;"OPTATIVA";"Grado en Física";"https://web.unican.es/estudios/detalle-asignatura?c=G72&p=67";"Si";"3 - Catedrático de Universidad; 1 - Profesor Titular de Universidad;"
"G74";"Fuentes de Energía";6,00;"FACULTAD DE CIENCIAS";"DPTO. CIENCIA E INGENIERIA DEL TERRENO Y DE LOS MATERIALES";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"4";60;12;78;150;"OPTATIVA";"Grado en Física";"https://web.unican.es/estudios/detalle-asignatura?c=G74&p=67";"Si";"2 - Profesor Titular de Universidad;"
"G489";"Fundamentos Clásicos de la Retórica Forense. Teoría y Práctica del Discurso ante los Tribunales";6,00;"FACULTAD DE DERECHO";;False;;"Cuatrimestral";"4";0;0;0;0;"OPTATIVA";"Grado en Derecho";"https://web.unican.es/estudios/detalle-asignatura?c=G489&p=119";;
"G403";"Fundamentos de Administración de Empresas";6,00;"FACULTAD DE DERECHO";"DPTO. ADMINISTRACION DE EMPRESAS";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"1";60;15;75;150;"BÁSICA";"Grado en Relaciones Laborales";"https://web.unican.es/estudios/detalle-asignatura?c=G403&p=118";"No";"1 - Profesor Titular de Universidad;"
"G277";"Fundamentos de Computación";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. MATEMATICA APLICADA Y CIENCIAS DE LA COMPUTACION";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"1";15;22;67;105;"BÁSICA";"Grado en Ingeniería en Electrónica Industrial y Automática";"https://web.unican.es/estudios/detalle-asignatura?c=G277&p=107";"No";"1 - Profesor Asociado; 1 - Profesor Ayudante Doctor;"
"G285";"Fundamentos de Computación";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. MATEMATICA APLICADA Y CIENCIAS DE LA COMPUTACION";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"1";30;10;80;120;"BÁSICA";"Grado en Ingeniería de Tecnologías de Telecomunicación";"https://web.unican.es/estudios/detalle-asignatura?c=G285&p=99";"Si";"1 - Profesor Asociado; 2 - Profesor Titular de Universidad;"
"G380";"Fundamentos de Computación";6,00;"ESCUELA POLITECNICA DE INGENIERIA DE MINAS Y ENERGIA";"DPTO. MATEMATICA APLICADA Y CIENCIAS DE LA COMPUTACION";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"1";15;14;75;105;"BÁSICA";"Grado en Ingeniería de los Recursos Energéticos";"https://web.unican.es/estudios/detalle-asignatura?c=G380&p=101";"Si";"1 - Catedrático de Universidad;"
"G390";"Fundamentos de Computación";6,00;"ESCUELA POLITECNICA DE INGENIERIA DE MINAS Y ENERGIA";"DPTO. MATEMATICA APLICADA Y CIENCIAS DE LA COMPUTACION";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"1";15;14;75;105;"BÁSICA";"Grado en Ingeniería de los Recursos Mineros";"https://web.unican.es/estudios/detalle-asignatura?c=G390&p=102";"Si";"1 - Catedrático de Universidad;"
"G409";"Fundamentos de Computación";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. MATEMATICA APLICADA Y CIENCIAS DE LA COMPUTACION";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"1";15;22;67;105;"BÁSICA";"Grado en Ingeniería Eléctrica";"https://web.unican.es/estudios/detalle-asignatura?c=G409&p=103";"No";"1 - Profesor Asociado; 1 - Profesor Ayudante Doctor;"
"G398";"Fundamentos de Derecho Público I: Derecho Constitucional";6,00;"FACULTAD DE DERECHO";"DPTO. DERECHO PUBLICO";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"1";60;15;75;150;"BÁSICA";"Grado en Relaciones Laborales";"https://web.unican.es/estudios/detalle-asignatura?c=G398&p=118";"No";"1 - Profesor Asociado;"
"G1198";"Fundamentos de Derecho Público II: Derecho Administrativo";6,00;"FACULTAD DE DERECHO";"DPTO. DERECHO PUBLICO";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;15;75;150;"OBLIGATORIA";"Grado en Relaciones Laborales";"https://web.unican.es/estudios/detalle-asignatura?c=G1198&p=118";"No";"2 - Profesor Ayudante Doctor;"
"G1198";"Fundamentos de Derecho Público II: Derecho Administrativo";6,00;"FACULTAD DE DERECHO";"DPTO. DERECHO PUBLICO";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;15;75;150;"OBLIGATORIA";"Grado en Relaciones Laborales";"https://web.unican.es/estudios/detalle-asignatura?c=G1198&p=118";"No";"2 - Profesor Ayudante Doctor;"
"G695";"Fundamentos de Electrotecnia";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. INGENIERIA ELECTRICA Y ENERGETICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";73;28;49;150;"OBLIGATORIA";"Grado en Ingeniería en Tecnologías Industriales";"https://web.unican.es/estudios/detalle-asignatura?c=G695&p=108";"No";"1 - Profesor Ayudante Doctor; 1 - Programas de Formación;"
"G695";"Fundamentos de Electrotecnia";6,00;"ESCUELA TECNICA SUPERIOR DE INGENIEROS INDUSTRIALES Y DE TELECOMUNICACION";"DPTO. INGENIERIA ELECTRICA Y ENERGETICA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";73;28;49;150;"OBLIGATORIA";"Grado en Ingeniería en Tecnologías Industriales";"https://web.unican.es/estudios/detalle-asignatura?c=G695&p=108";"No";"1 - Profesor Ayudante Doctor; 1 - Programas de Formación;"
"G1997";"Fundamentos de Física Cuántica";6,00;"FACULTAD DE CIENCIAS";"DPTO. FISICA MODERNA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;15;75;150;"OBLIGATORIA";"Grado en Física";"https://web.unican.es/estudios/detalle-asignatura?c=G1997&p=67";"No";"1 - No definido; 1 - Catedrático de Universidad; 1 - Profesor Ayudante Doctor;"
"G1997";"Fundamentos de Física Cuántica";6,00;"FACULTAD DE CIENCIAS";"DPTO. FISICA MODERNA";False;"UNIVERSIDAD DE CANTABRIA";"Cuatrimestral";"2";60;15;75;150;"OBLIGATORIA";"Grado en Física";"https://web.unican.es/estudios/detalle-asignatura?c=G1997&p=67";"No";"1 - No definido; 1 - Catedrático de Universidad; 1 - Profesor Ayudante Doctor;"
